Time of Day (radians), Surface Temperature (K)
   5.84713,  55.64304
   5.84839,  55.63702
   5.84965,  55.63099
   5.85090,  55.62498
   5.85216,  55.61897
   5.85342,  55.61297
   5.85467,  55.60697
   5.85593,  55.60098
   5.85719,  55.59499
   5.85844,  55.58901
   5.85970,  55.58304
   5.86096,  55.57707
   5.86221,  55.57111
   5.86347,  55.56515
   5.86473,  55.55920
   5.86598,  55.55326
   5.86724,  55.54732
   5.86850,  55.54139
   5.86975,  55.53546
   5.87101,  55.52954
   5.87227,  55.52362
   5.87352,  55.51771
   5.87478,  55.51181
   5.87604,  55.50591
   5.87729,  55.50002
   5.87855,  55.49413
   5.87980,  55.48825
   5.88106,  55.48238
   5.88232,  55.47651
   5.88357,  55.47065
   5.88483,  55.46479
   5.88609,  55.45894
   5.88734,  55.45309
   5.88860,  55.44725
   5.88986,  55.44141
   5.89111,  55.43559
   5.89237,  55.42976
   5.89363,  55.42394
   5.89488,  55.41813
   5.89614,  55.41232
   5.89740,  55.40652
   5.89865,  55.40073
   5.89991,  55.39494
   5.90117,  55.38915
   5.90242,  55.38337
   5.90368,  55.37760
   5.90494,  55.37183
   5.90619,  55.36607
   5.90745,  55.36031
   5.90871,  55.35456
   5.90996,  55.34882
   5.91122,  55.34307
   5.91248,  55.33734
   5.91373,  55.33161
   5.91499,  55.32589
   5.91625,  55.32017
   5.91750,  55.31445
   5.91876,  55.30875
   5.92002,  55.30304
   5.92127,  55.29735
   5.92253,  55.29166
   5.92379,  55.28597
   5.92504,  55.28029
   5.92630,  55.27461
   5.92756,  55.26894
   5.92881,  55.26328
   5.93007,  55.25762
   5.93133,  55.25197
   5.93258,  55.24632
   5.93384,  55.24067
   5.93510,  55.23504
   5.93635,  55.22940
   5.93761,  55.22378
   5.93887,  55.21815
   5.94012,  55.21254
   5.94138,  55.20693
   5.94264,  55.20132
   5.94389,  55.19572
   5.94515,  55.19012
   5.94641,  55.18453
   5.94766,  55.17895
   5.94892,  55.17337
   5.95018,  55.16779
   5.95143,  55.16222
   5.95269,  55.15666
   5.95395,  55.15110
   5.95520,  55.14554
   5.95646,  55.13999
   5.95772,  55.13445
   5.95897,  55.12891
   5.96023,  55.12338
   5.96149,  55.11785
   5.96274,  55.11233
   5.96400,  55.10681
   5.96526,  55.10129
   5.96651,  55.09579
   5.96777,  55.09028
   5.96903,  55.08478
   5.97028,  55.07929
   5.97154,  55.07380
   5.97280,  55.06832
   5.97405,  55.06284
   5.97531,  55.05737
   5.97657,  55.05190
   5.97782,  55.04644
   5.97908,  55.04098
   5.98034,  55.03553
   5.98159,  55.03008
   5.98285,  55.02464
   5.98411,  55.01920
   5.98536,  55.01377
   5.98662,  55.00834
   5.98788,  55.00292
   5.98913,  54.99750
   5.99039,  54.99208
   5.99165,  54.98668
   5.99290,  54.98127
   5.99416,  54.97587
   5.99542,  54.97048
   5.99667,  54.96509
   5.99793,  54.95971
   5.99919,  54.95433
   6.00044,  54.94895
   6.00170,  54.94358
   6.00296,  54.93822
   6.00421,  54.93286
   6.00547,  54.92751
   6.00673,  54.92216
   6.00798,  54.91681
   6.00924,  54.91147
   6.01050,  54.90613
   6.01175,  54.90080
   6.01301,  54.89548
   6.01427,  54.89016
   6.01552,  54.88484
   6.01678,  54.87953
   6.01804,  54.87422
   6.01929,  54.86892
   6.02055,  54.86362
   6.02180,  54.85833
   6.02306,  54.85304
   6.02432,  54.84776
   6.02557,  54.84248
   6.02683,  54.83720
   6.02809,  54.83193
   6.02934,  54.82667
   6.03060,  54.82141
   6.03186,  54.81615
   6.03311,  54.81090
   6.03437,  54.80566
   6.03563,  54.80041
   6.03688,  54.79518
   6.03814,  54.78995
   6.03940,  54.78472
   6.04065,  54.77950
   6.04191,  54.77428
   6.04317,  54.76906
   6.04442,  54.76385
   6.04568,  54.75865
   6.04694,  54.75345
   6.04819,  54.74825
   6.04945,  54.74306
   6.05071,  54.73788
   6.05196,  54.73269
   6.05322,  54.72752
   6.05448,  54.72234
   6.05573,  54.71718
   6.05699,  54.71201
   6.05825,  54.70685
   6.05950,  54.70170
   6.06076,  54.69655
   6.06202,  54.69140
   6.06327,  54.68626
   6.06453,  54.68112
   6.06579,  54.67599
   6.06704,  54.67086
   6.06830,  54.66574
   6.06956,  54.66062
   6.07081,  54.65551
   6.07207,  54.65040
   6.07333,  54.64529
   6.07458,  54.64019
   6.07584,  54.63509
   6.07710,  54.63000
   6.07835,  54.62491
   6.07961,  54.61983
   6.08087,  54.61475
   6.08212,  54.60967
   6.08338,  54.60460
   6.08464,  54.59954
   6.08589,  54.59447
   6.08715,  54.58942
   6.08841,  54.58436
   6.08966,  54.57931
   6.09092,  54.57427
   6.09218,  54.56923
   6.09343,  54.56419
   6.09469,  54.55916
   6.09595,  54.55413
   6.09720,  54.54911
   6.09846,  54.54409
   6.09972,  54.53908
   6.10097,  54.53407
   6.10223,  54.52906
   6.10349,  54.52406
   6.10474,  54.51906
   6.10600,  54.51407
   6.10726,  54.50908
   6.10851,  54.50409
   6.10977,  54.49911
   6.11103,  54.49413
   6.11228,  54.48916
   6.11354,  54.48419
   6.11480,  54.47923
   6.11605,  54.47427
   6.11731,  54.46932
   6.11857,  54.46436
   6.11982,  54.45942
   6.12108,  54.45447
   6.12234,  54.44953
   6.12359,  54.44460
   6.12485,  54.43967
   6.12611,  54.43474
   6.12736,  54.42982
   6.12862,  54.42490
   6.12988,  54.41999
   6.13113,  54.41508
   6.13239,  54.41017
   6.13365,  54.40527
   6.13490,  54.40037
   6.13616,  54.39548
   6.13742,  54.39059
   6.13867,  54.38570
   6.13993,  54.38082
   6.14119,  54.37595
   6.14244,  54.37107
   6.14370,  54.36620
   6.14496,  54.36134
   6.14621,  54.35648
   6.14747,  54.35162
   6.14873,  54.34677
   6.14998,  54.34192
   6.15124,  54.33707
   6.15250,  54.33223
   6.15375,  54.32739
   6.15501,  54.32256
   6.15627,  54.31773
   6.15752,  54.31291
   6.15878,  54.30809
   6.16004,  54.30327
   6.16129,  54.29845
   6.16255,  54.29365
   6.16380,  54.28884
   6.16506,  54.28404
   6.16632,  54.27924
   6.16757,  54.27445
   6.16883,  54.26966
   6.17009,  54.26487
   6.17134,  54.26009
   6.17260,  54.25531
   6.17386,  54.25054
   6.17511,  54.24577
   6.17637,  54.24100
   6.17763,  54.23624
   6.17888,  54.23148
   6.18014,  54.22673
   6.18140,  54.22198
   6.18265,  54.21723
   6.18391,  54.21249
   6.18517,  54.20775
   6.18642,  54.20301
   6.18768,  54.19828
   6.18894,  54.19355
   6.19019,  54.18883
   6.19145,  54.18411
   6.19271,  54.17939
   6.19396,  54.17468
   6.19522,  54.16997
   6.19648,  54.16527
   6.19773,  54.16057
   6.19899,  54.15587
   6.20025,  54.15118
   6.20150,  54.14649
   6.20276,  54.14180
   6.20402,  54.13712
   6.20527,  54.13244
   6.20653,  54.12777
   6.20779,  54.12310
   6.20904,  54.11843
   6.21030,  54.11377
   6.21156,  54.10911
   6.21281,  54.10445
   6.21407,  54.09980
   6.21533,  54.09515
   6.21658,  54.09051
   6.21784,  54.08586
   6.21910,  54.08123
   6.22035,  54.07659
   6.22161,  54.07196
   6.22287,  54.06734
   6.22412,  54.06272
   6.22538,  54.05810
   6.22664,  54.05348
   6.22789,  54.04887
   6.22915,  54.04426
   6.23041,  54.03966
   6.23166,  54.03506
   6.23292,  54.03046
   6.23418,  54.02587
   6.23543,  54.02128
   6.23669,  54.01669
   6.23795,  54.01211
   6.23920,  54.00753
   6.24046,  54.00295
   6.24172,  53.99838
   6.24297,  53.99381
   6.24423,  53.98925
   6.24549,  53.98469
   6.24674,  53.98013
   6.24800,  53.97558
   6.24926,  53.97103
   6.25051,  53.96648
   6.25177,  53.96194
   6.25303,  53.95740
   6.25428,  53.95286
   6.25554,  53.94833
   6.25680,  53.94380
   6.25805,  53.93928
   6.25931,  53.93476
   6.26057,  53.93024
   6.26182,  53.92572
   6.26308,  53.92121
   6.26434,  53.91670
   6.26559,  53.91220
   6.26685,  53.90770
   6.26811,  53.90320
   6.26936,  53.89871
   6.27062,  53.89422
   6.27188,  53.88973
   6.27313,  53.88525
   6.27439,  53.88077
   6.27565,  53.87629
   6.27690,  53.87182
   6.27816,  53.86735
   6.27942,  53.86288
   6.28067,  53.85842
   6.28193,  53.85396
