Time of Day (radians), Surface Temperature (K)
   2.91917, 109.68881
   2.92042, 109.70016
   2.92168, 109.71145
   2.92294, 109.72270
   2.92419, 109.73390
   2.92545, 109.74504
   2.92671, 109.75614
   2.92796, 109.76719
   2.92922, 109.77818
   2.93048, 109.78913
   2.93173, 109.80002
   2.93299, 109.81087
   2.93425, 109.82166
   2.93550, 109.83241
   2.93676, 109.84311
   2.93802, 109.85375
   2.93927, 109.86435
   2.94053, 109.87489
   2.94179, 109.88539
   2.94304, 109.89583
   2.94430, 109.90623
   2.94556, 109.91658
   2.94681, 109.92687
   2.94807, 109.93712
   2.94933, 109.94732
   2.95058, 109.95747
   2.95184, 109.96756
   2.95310, 109.97761
   2.95435, 109.98761
   2.95561, 109.99756
   2.95687, 110.00746
   2.95812, 110.01731
   2.95938, 110.02711
   2.96064, 110.03686
   2.96189, 110.04657
   2.96315, 110.05622
   2.96441, 110.06582
   2.96566, 110.07538
   2.96692, 110.08488
   2.96818, 110.09434
   2.96943, 110.10374
   2.97069, 110.11310
   2.97195, 110.12241
   2.97320, 110.13167
   2.97446, 110.14088
   2.97572, 110.15004
   2.97697, 110.15915
   2.97823, 110.16821
   2.97949, 110.17722
   2.98074, 110.18619
   2.98200, 110.19510
   2.98326, 110.20397
   2.98451, 110.21279
   2.98577, 110.22156
   2.98703, 110.23028
   2.98828, 110.23895
   2.98954, 110.24757
   2.99080, 110.25615
   2.99205, 110.26467
   2.99331, 110.27315
   2.99457, 110.28157
   2.99582, 110.28995
   2.99708, 110.29828
   2.99834, 110.30656
   2.99959, 110.31480
   3.00085, 110.32298
   3.00211, 110.33112
   3.00336, 110.33921
   3.00462, 110.34724
   3.00588, 110.35523
   3.00713, 110.36318
   3.00839, 110.37107
   3.00965, 110.37891
   3.01090, 110.38671
   3.01216, 110.39446
   3.01342, 110.40216
   3.01467, 110.40981
   3.01593, 110.41741
   3.01719, 110.42497
   3.01844, 110.43248
   3.01970, 110.43993
   3.02096, 110.44735
   3.02221, 110.45471
   3.02347, 110.46202
   3.02473, 110.46929
   3.02598, 110.47651
   3.02724, 110.48367
   3.02850, 110.49080
   3.02975, 110.49787
   3.03101, 110.50490
   3.03227, 110.51187
   3.03352, 110.51880
   3.03478, 110.52568
   3.03604, 110.53252
   3.03729, 110.53930
   3.03855, 110.54604
   3.03981, 110.55273
   3.04106, 110.55937
   3.04232, 110.56597
   3.04358, 110.57252
   3.04483, 110.57901
   3.04609, 110.58547
   3.04734, 110.59187
   3.04860, 110.59822
   3.04986, 110.60453
   3.05111, 110.61079
   3.05237, 110.61700
   3.05363, 110.62317
   3.05488, 110.62929
   3.05614, 110.63536
   3.05740, 110.64138
   3.05865, 110.64735
   3.05991, 110.65328
   3.06117, 110.65916
   3.06242, 110.66499
   3.06368, 110.67077
   3.06494, 110.67651
   3.06619, 110.68220
   3.06745, 110.68784
   3.06871, 110.69344
   3.06996, 110.69898
   3.07122, 110.70448
   3.07248, 110.70993
   3.07373, 110.71534
   3.07499, 110.72070
   3.07625, 110.72601
   3.07750, 110.73127
   3.07876, 110.73649
   3.08002, 110.74165
   3.08127, 110.74678
   3.08253, 110.75185
   3.08379, 110.75688
   3.08504, 110.76186
   3.08630, 110.76679
   3.08756, 110.77167
   3.08881, 110.77651
   3.09007, 110.78130
   3.09133, 110.78605
   3.09258, 110.79074
   3.09384, 110.79539
   3.09510, 110.79999
   3.09635, 110.80455
   3.09761, 110.80906
   3.09887, 110.81352
   3.10012, 110.81793
   3.10138, 110.82230
   3.10264, 110.82662
   3.10389, 110.83090
   3.10515, 110.83512
   3.10641, 110.83930
   3.10766, 110.84343
   3.10892, 110.84752
   3.11018, 110.85156
   3.11143, 110.85555
   3.11269, 110.85950
   3.11395, 110.86339
   3.11520, 110.86725
   3.11646, 110.87105
   3.11772, 110.87481
   3.11897, 110.87852
   3.12023, 110.88218
   3.12149, 110.88580
   3.12274, 110.88937
   3.12400, 110.89290
   3.12526, 110.89637
   3.12651, 110.89980
   3.12777, 110.90319
   3.12903, 110.90653
   3.13028, 110.90982
   3.13154, 110.91306
   3.13280, 110.91626
   3.13405, 110.91941
   3.13531, 110.92251
   3.13657, 110.92557
   3.13782, 110.92858
   3.13908, 110.93155
   3.14034, 110.93446
   3.14159, 110.93734
   3.14285, 110.94016
   3.14411, 110.94294
   3.14536, 110.94567
   3.14662, 110.94836
   3.14788, 110.95099
   3.14913, 110.95359
   3.15039, 110.95613
   3.15165, 110.95863
   3.15290, 110.96109
   3.15416, 110.96349
   3.15542, 110.96585
   3.15667, 110.96817
   3.15793, 110.97043
   3.15919, 110.97265
   3.16044, 110.97483
   3.16170, 110.97696
   3.16296, 110.97904
   3.16421, 110.98108
   3.16547, 110.98306
   3.16673, 110.98501
   3.16798, 110.98690
   3.16924, 110.98875
   3.17050, 110.99056
   3.17175, 110.99232
   3.17301, 110.99403
   3.17427, 110.99569
   3.17552, 110.99731
   3.17678, 110.99889
   3.17804, 111.00041
   3.17929, 111.00189
   3.18055, 111.00333
   3.18181, 111.00471
   3.18306, 111.00606
   3.18432, 111.00735
   3.18558, 111.00860
   3.18683, 111.00980
   3.18809, 111.01096
   3.18934, 111.01207
   3.19060, 111.01314
   3.19186, 111.01416
   3.19311, 111.01513
   3.19437, 111.01606
   3.19563, 111.01694
   3.19688, 111.01777
   3.19814, 111.01856
   3.19940, 111.01930
   3.20065, 111.02000
   3.20191, 111.02065
   3.20317, 111.02125
   3.20442, 111.02181
   3.20568, 111.02232
   3.20694, 111.02279
   3.20819, 111.02321
   3.20945, 111.02358
   3.21071, 111.02391
   3.21196, 111.02419
   3.21322, 111.02442
   3.21448, 111.02461
   3.21573, 111.02476
   3.21699, 111.02486
   3.21825, 111.02491
   3.21950, 111.02491
   3.22076, 111.02487
   3.22202, 111.02479
   3.22327, 111.02466
   3.22453, 111.02448
   3.22579, 111.02425
   3.22704, 111.02398
   3.22830, 111.02367
   3.22956, 111.02331
   3.23081, 111.02290
   3.23207, 111.02245
   3.23333, 111.02195
   3.23458, 111.02140
   3.23584, 111.02081
   3.23710, 111.02017
   3.23835, 111.01949
   3.23961, 111.01876
   3.24087, 111.01799
   3.24212, 111.01717
   3.24338, 111.01630
   3.24464, 111.01539
   3.24589, 111.01443
   3.24715, 111.01343
   3.24841, 111.01238
   3.24966, 111.01128
   3.25092, 111.01014
   3.25218, 111.00896
   3.25343, 111.00772
   3.25469, 111.00644
   3.25595, 111.00512
   3.25720, 111.00375
   3.25846, 111.00233
   3.25972, 111.00087
   3.26097, 110.99936
   3.26223, 110.99781
   3.26349, 110.99621
   3.26474, 110.99457
   3.26600, 110.99288
   3.26726, 110.99114
   3.26851, 110.98936
   3.26977, 110.98753
   3.27103, 110.98565
   3.27228, 110.98374
   3.27354, 110.98177
   3.27480, 110.97976
   3.27605, 110.97770
   3.27731, 110.97560
   3.27857, 110.97345
   3.27982, 110.97126
   3.28108, 110.96902
   3.28234, 110.96673
   3.28359, 110.96440
   3.28485, 110.96202
   3.28611, 110.95960
   3.28736, 110.95713
   3.28862, 110.95462
   3.28988, 110.95206
   3.29113, 110.94945
   3.29239, 110.94680
   3.29365, 110.94410
   3.29490, 110.94136
   3.29616, 110.93857
   3.29742, 110.93574
   3.29867, 110.93286
   3.29993, 110.92993
   3.30119, 110.92696
   3.30244, 110.92394
   3.30370, 110.92088
   3.30496, 110.91777
   3.30621, 110.91462
   3.30747, 110.91142
   3.30873, 110.90817
   3.30998, 110.90488
   3.31124, 110.90154
   3.31250, 110.89816
   3.31375, 110.89473
   3.31501, 110.89125
   3.31627, 110.88773
   3.31752, 110.88417
   3.31878, 110.88056
   3.32004, 110.87690
   3.32129, 110.87320
   3.32255, 110.86945
   3.32381, 110.86565
   3.32506, 110.86181
   3.32632, 110.85793
   3.32758, 110.85400
   3.32883, 110.85002
   3.33009, 110.84599
   3.33134, 110.84193
   3.33260, 110.83781
   3.33386, 110.83365
   3.33511, 110.82944
   3.33637, 110.82519
   3.33763, 110.82090
   3.33888, 110.81655
   3.34014, 110.81216
   3.34140, 110.80773
   3.34265, 110.80325
   3.34391, 110.79872
   3.34517, 110.79415
   3.34642, 110.78953
   3.34768, 110.78487
   3.34894, 110.78016
   3.35019, 110.77541
   3.35145, 110.77060
   3.35271, 110.76576
   3.35396, 110.76087
   3.35522, 110.75593
   3.35648, 110.75094
   3.35773, 110.74592
   3.35899, 110.74084
   3.36025, 110.73572
   3.36150, 110.73055
   3.36276, 110.72534
   3.36402, 110.72008
   3.36527, 110.71478
   3.36653, 110.70943
   3.36779, 110.70403
   3.36904, 110.69859
   3.37030, 110.69310
   3.37156, 110.68757
   3.37281, 110.68199
   3.37407, 110.67637
   3.37533, 110.67069
   3.37658, 110.66498
   3.37784, 110.65922
   3.37910, 110.65341
   3.38035, 110.64755
   3.38161, 110.64165
   3.38287, 110.63571
   3.38412, 110.62972
   3.38538, 110.62368
   3.38664, 110.61760
   3.38789, 110.61147
   3.38915, 110.60529
   3.39041, 110.59907
   3.39166, 110.59280
   3.39292, 110.58649
   3.39418, 110.58013
   3.39543, 110.57373
   3.39669, 110.56728
   3.39795, 110.56078
   3.39920, 110.55424
   3.40046, 110.54765
   3.40172, 110.54102
   3.40297, 110.53434
   3.40423, 110.52761
   3.40549, 110.52084
   3.40674, 110.51402
   3.40800, 110.50716
   3.40926, 110.50025
   3.41051, 110.49329
   3.41177, 110.48629
   3.41303, 110.47924
   3.41428, 110.47215
   3.41554, 110.46501
   3.41680, 110.45783
   3.41805, 110.45059
   3.41931, 110.44332
   3.42057, 110.43599
   3.42182, 110.42862
   3.42308, 110.42121
   3.42434, 110.41374
   3.42559, 110.40624
   3.42685, 110.39868
   3.42811, 110.39108
   3.42936, 110.38344
   3.43062, 110.37574
   3.43188, 110.36801
   3.43313, 110.36022
   3.43439, 110.35239
   3.43565, 110.34451
   3.43690, 110.33659
   3.43816, 110.32862
   3.43942, 110.32061
   3.44067, 110.31255
   3.44193, 110.30444
   3.44319, 110.29628
   3.44444, 110.28808
   3.44570, 110.27984
   3.44696, 110.27155
   3.44821, 110.26321
   3.44947, 110.25482
   3.45073, 110.24639
   3.45198, 110.23791
   3.45324, 110.22939
   3.45450, 110.22082
   3.45575, 110.21221
   3.45701, 110.20354
   3.45827, 110.19483
   3.45952, 110.18608
   3.46078, 110.17728
   3.46204, 110.16843
   3.46329, 110.15954
   3.46455, 110.15060
   3.46581, 110.14161
   3.46706, 110.13258
   3.46832, 110.12350
   3.46958, 110.11437
   3.47083, 110.10520
   3.47209, 110.09598
   3.47334, 110.08672
   3.47460, 110.07741
   3.47586, 110.06805
   3.47711, 110.05864
   3.47837, 110.04919
   3.47963, 110.03970
   3.48088, 110.03015
   3.48214, 110.02056
   3.48340, 110.01093
   3.48465, 110.00124
   3.48591, 109.99151
   3.48717, 109.98174
   3.48842, 109.97191
   3.48968, 109.96204
   3.49094, 109.95213
   3.49219, 109.94216
   3.49345, 109.93216
   3.49471, 109.92210
   3.49596, 109.91200
   3.49722, 109.90185
   3.49848, 109.89165
   3.49973, 109.88141
   3.50099, 109.87112
   3.50225, 109.86078
   3.50350, 109.85040
   3.50476, 109.83997
   3.50602, 109.82950
   3.50727, 109.81897
   3.50853, 109.80840
   3.50979, 109.79779
   3.51104, 109.78712
   3.51230, 109.77641
   3.51356, 109.76566
   3.51481, 109.75485
   3.51607, 109.74400
   3.51733, 109.73310
   3.51858, 109.72216
   3.51984, 109.71117
   3.52110, 109.70013
   3.52235, 109.68905
   3.52361, 109.67791
   3.52487, 109.66673
   3.52612, 109.65551
   3.52738, 109.64424
   3.52864, 109.63292
   3.52989, 109.62155
   3.53115, 109.61013
   3.53241, 109.59867
   3.53366, 109.58717
   3.53492, 109.57561
   3.53618, 109.56401
   3.53743, 109.55236
   3.53869, 109.54066
   3.53995, 109.52892
   3.54120, 109.51713
   3.54246, 109.50529
   3.54372, 109.49340
   3.54497, 109.48147
   3.54623, 109.46949
   3.54749, 109.45746
   3.54874, 109.44539
   3.55000, 109.43327
   3.55126, 109.42110
   3.55251, 109.40888
   3.55377, 109.39662
   3.55503, 109.38431
   3.55628, 109.37195
   3.55754, 109.35954
   3.55880, 109.34709
   3.56005, 109.33459
   3.56131, 109.32204
   3.56257, 109.30945
   3.56382, 109.29680
   3.56508, 109.28411
   3.56634, 109.27138
   3.56759, 109.25859
   3.56885, 109.24576
   3.57011, 109.23288
   3.57136, 109.21995
   3.57262, 109.20697
   3.57388, 109.19395
   3.57513, 109.18088
   3.57639, 109.16776
   3.57765, 109.15459
   3.57890, 109.14138
   3.58016, 109.12812
   3.58142, 109.11481
   3.58267, 109.10145
   3.58393, 109.08805
   3.58519, 109.07459
   3.58644, 109.06109
   3.58770, 109.04754
   3.58896, 109.03395
   3.59021, 109.02030
   3.59147, 109.00661
   3.59273, 108.99287
   3.59398, 108.97908
   3.59524, 108.96525
   3.59650, 108.95136
   3.59775, 108.93743
   3.59901, 108.92345
   3.60027, 108.90942
   3.60152, 108.89534
   3.60278, 108.88122
   3.60404, 108.86705
   3.60529, 108.85283
   3.60655, 108.83856
   3.60781, 108.82424
   3.60906, 108.80988
   3.61032, 108.79546
   3.61158, 108.78100
   3.61283, 108.76649
   3.61409, 108.75193
   3.61534, 108.73733
   3.61660, 108.72267
   3.61786, 108.70797
   3.61911, 108.69322
   3.62037, 108.67842
   3.62163, 108.66357
   3.62288, 108.64867
   3.62414, 108.63373
   3.62540, 108.61873
   3.62665, 108.60369
   3.62791, 108.58860
   3.62917, 108.57346
   3.63042, 108.55827
   3.63168, 108.54304
   3.63294, 108.52775
   3.63419, 108.51242
   3.63545, 108.49703
   3.63671, 108.48160
   3.63796, 108.46612
   3.63922, 108.45059
   3.64048, 108.43502
   3.64173, 108.41939
   3.64299, 108.40371
   3.64425, 108.38799
   3.64550, 108.37222
   3.64676, 108.35639
   3.64802, 108.34052
   3.64927, 108.32460
   3.65053, 108.30863
   3.65179, 108.29262
   3.65304, 108.27655
   3.65430, 108.26043
   3.65556, 108.24427
   3.65681, 108.22805
   3.65807, 108.21179
   3.65933, 108.19548
   3.66058, 108.17912
   3.66184, 108.16270
   3.66310, 108.14624
   3.66435, 108.12973
   3.66561, 108.11318
   3.66687, 108.09657
   3.66812, 108.07991
   3.66938, 108.06320
   3.67064, 108.04645
   3.67189, 108.02964
   3.67315, 108.01278
   3.67441, 107.99588
   3.67566, 107.97893
   3.67692, 107.96192
   3.67818, 107.94487
   3.67943, 107.92776
   3.68069, 107.91061
   3.68195, 107.89341
   3.68320, 107.87616
   3.68446, 107.85885
   3.68572, 107.84150
   3.68697, 107.82410
   3.68823, 107.80665
   3.68949, 107.78915
   3.69074, 107.77160
   3.69200, 107.75400
   3.69326, 107.73635
   3.69451, 107.71864
   3.69577, 107.70089
   3.69703, 107.68309
   3.69828, 107.66524
   3.69954, 107.64734
   3.70080, 107.62939
   3.70205, 107.61139
   3.70331, 107.59334
   3.70457, 107.57523
   3.70582, 107.55708
   3.70708, 107.53888
   3.70834, 107.52063
   3.70959, 107.50232
   3.71085, 107.48397
   3.71211, 107.46557
   3.71336, 107.44711
   3.71462, 107.42861
   3.71588, 107.41005
   3.71713, 107.39145
   3.71839, 107.37279
   3.71965, 107.35408
   3.72090, 107.33533
   3.72216, 107.31652
   3.72342, 107.29766
   3.72467, 107.27875
   3.72593, 107.25979
   3.72719, 107.24078
   3.72844, 107.22171
   3.72970, 107.20260
   3.73096, 107.18344
   3.73221, 107.16422
   3.73347, 107.14496
   3.73473, 107.12564
   3.73598, 107.10627
   3.73724, 107.08685
   3.73850, 107.06738
   3.73975, 107.04786
   3.74101, 107.02829
   3.74227, 107.00867
   3.74352, 106.98899
   3.74478, 106.96926
   3.74604, 106.94949
   3.74729, 106.92966
   3.74855, 106.90978
   3.74981, 106.88985
   3.75106, 106.86986
   3.75232, 106.84983
   3.75358, 106.82974
   3.75483, 106.80960
   3.75609, 106.78941
   3.75734, 106.76917
   3.75860, 106.74888
   3.75986, 106.72854
   3.76111, 106.70814
   3.76237, 106.68769
   3.76363, 106.66719
   3.76488, 106.64664
   3.76614, 106.62604
   3.76740, 106.60538
   3.76865, 106.58467
   3.76991, 106.56391
   3.77117, 106.54310
   3.77242, 106.52224
   3.77368, 106.50132
   3.77494, 106.48035
   3.77619, 106.45933
   3.77745, 106.43826
   3.77871, 106.41713
   3.77996, 106.39596
   3.78122, 106.37473
   3.78248, 106.35344
   3.78373, 106.33211
   3.78499, 106.31072
   3.78625, 106.28928
   3.78750, 106.26779
   3.78876, 106.24624
   3.79002, 106.22465
   3.79127, 106.20300
   3.79253, 106.18129
   3.79379, 106.15954
   3.79504, 106.13773
   3.79630, 106.11587
   3.79756, 106.09395
   3.79881, 106.07198
   3.80007, 106.04996
   3.80133, 106.02789
   3.80258, 106.00576
   3.80384, 105.98358
   3.80510, 105.96135
   3.80635, 105.93906
   3.80761, 105.91672
   3.80887, 105.89433
   3.81012, 105.87188
   3.81138, 105.84939
   3.81264, 105.82683
   3.81389, 105.80423
   3.81515, 105.78157
   3.81641, 105.75885
   3.81766, 105.73608
   3.81892, 105.71326
   3.82018, 105.69039
   3.82143, 105.66746
   3.82269, 105.64448
   3.82395, 105.62144
   3.82520, 105.59835
   3.82646, 105.57521
   3.82772, 105.55201
   3.82897, 105.52876
   3.83023, 105.50545
   3.83149, 105.48209
   3.83274, 105.45868
   3.83400, 105.43521
   3.83526, 105.41168
   3.83651, 105.38811
   3.83777, 105.36448
   3.83903, 105.34079
   3.84028, 105.31705
   3.84154, 105.29325
   3.84280, 105.26941
   3.84405, 105.24550
   3.84531, 105.22154
   3.84657, 105.19753
   3.84782, 105.17346
   3.84908, 105.14934
   3.85034, 105.12516
   3.85159, 105.10093
   3.85285, 105.07664
   3.85411, 105.05230
   3.85536, 105.02790
   3.85662, 105.00345
   3.85788, 104.97894
   3.85913, 104.95437
   3.86039, 104.92976
   3.86165, 104.90508
   3.86290, 104.88035
   3.86416, 104.85557
   3.86542, 104.83073
   3.86667, 104.80583
   3.86793, 104.78088
   3.86919, 104.75587
   3.87044, 104.73081
   3.87170, 104.70569
   3.87296, 104.68052
   3.87421, 104.65529
   3.87547, 104.63000
   3.87673, 104.60466
   3.87798, 104.57926
   3.87924, 104.55381
   3.88050, 104.52830
   3.88175, 104.50274
   3.88301, 104.47711
   3.88427, 104.45144
   3.88552, 104.42570
   3.88678, 104.39991
   3.88804, 104.37406
   3.88929, 104.34816
   3.89055, 104.32220
   3.89181, 104.29618
   3.89306, 104.27011
   3.89432, 104.24398
   3.89557, 104.21779
   3.89683, 104.19154
   3.89809, 104.16524
   3.89934, 104.13889
   3.90060, 104.11247
   3.90186, 104.08600
   3.90311, 104.05947
   3.90437, 104.03288
   3.90563, 104.00624
   3.90688, 103.97954
   3.90814, 103.95278
   3.90940, 103.92596
   3.91065, 103.89909
   3.91191, 103.87216
   3.91317, 103.84517
   3.91442, 103.81813
   3.91568, 103.79102
   3.91694, 103.76386
   3.91819, 103.73664
   3.91945, 103.70937
   3.92071, 103.68203
   3.92196, 103.65464
   3.92322, 103.62719
   3.92448, 103.59968
   3.92573, 103.57211
   3.92699, 103.54449
   3.92825, 103.51680
   3.92950, 103.48906
   3.93076, 103.46126
   3.93202, 103.43340
   3.93327, 103.40548
   3.93453, 103.37750
   3.93579, 103.34947
   3.93704, 103.32138
   3.93830, 103.29322
   3.93956, 103.26501
   3.94081, 103.23674
   3.94207, 103.20841
   3.94333, 103.18002
   3.94458, 103.15157
   3.94584, 103.12307
   3.94710, 103.09450
   3.94835, 103.06587
   3.94961, 103.03719
   3.95087, 103.00844
   3.95212, 102.97964
   3.95338, 102.95078
   3.95464, 102.92185
   3.95589, 102.89287
   3.95715, 102.86382
   3.95841, 102.83472
   3.95966, 102.80556
   3.96092, 102.77634
   3.96218, 102.74705
   3.96343, 102.71771
   3.96469, 102.68830
   3.96595, 102.65884
   3.96720, 102.62932
   3.96846, 102.59973
   3.96972, 102.57009
   3.97097, 102.54038
   3.97223, 102.51061
   3.97349, 102.48079
   3.97474, 102.45090
   3.97600, 102.42095
   3.97726, 102.39094
   3.97851, 102.36087
   3.97977, 102.33073
   3.98103, 102.30054
   3.98228, 102.27029
   3.98354, 102.23997
   3.98480, 102.20959
   3.98605, 102.17915
   3.98731, 102.14865
   3.98857, 102.11809
   3.98982, 102.08747
   3.99108, 102.05678
   3.99234, 102.02603
   3.99359, 101.99522
   3.99485, 101.96435
   3.99611, 101.93342
   3.99736, 101.90242
   3.99862, 101.87137
   3.99988, 101.84025
   4.00113, 101.80906
   4.00239, 101.77782
   4.00365, 101.74651
   4.00490, 101.71514
   4.00616, 101.68371
   4.00742, 101.65221
   4.00867, 101.62065
   4.00993, 101.58903
   4.01119, 101.55735
   4.01244, 101.52560
   4.01370, 101.49379
   4.01496, 101.46191
   4.01621, 101.42998
   4.01747, 101.39797
   4.01873, 101.36591
   4.01998, 101.33378
   4.02124, 101.30159
   4.02250, 101.26933
   4.02375, 101.23702
   4.02501, 101.20463
   4.02627, 101.17218
   4.02752, 101.13967
   4.02878, 101.10710
   4.03004, 101.07446
   4.03129, 101.04175
   4.03255, 101.00898
   4.03381, 100.97615
   4.03506, 100.94325
   4.03632, 100.91029
   4.03757, 100.87726
   4.03883, 100.84417
   4.04009, 100.81101
   4.04134, 100.77779
   4.04260, 100.74450
   4.04386, 100.71115
   4.04511, 100.67773
   4.04637, 100.64425
   4.04763, 100.61070
   4.04888, 100.57708
   4.05014, 100.54340
   4.05140, 100.50966
   4.05265, 100.47585
   4.05391, 100.44197
   4.05517, 100.40802
   4.05642, 100.37401
   4.05768, 100.33994
   4.05894, 100.30580
   4.06019, 100.27159
   4.06145, 100.23731
   4.06271, 100.20297
   4.06396, 100.16856
   4.06522, 100.13408
   4.06648, 100.09954
   4.06773, 100.06493
   4.06899, 100.03025
   4.07025,  99.99551
   4.07150,  99.96070
   4.07276,  99.92582
   4.07402,  99.89088
   4.07527,  99.85586
   4.07653,  99.82078
   4.07779,  99.78563
   4.07904,  99.75041
   4.08030,  99.71513
   4.08156,  99.67978
   4.08281,  99.64436
   4.08407,  99.60887
   4.08533,  99.57331
   4.08658,  99.53768
   4.08784,  99.50199
   4.08910,  99.46622
   4.09035,  99.43039
   4.09161,  99.39449
   4.09287,  99.35852
   4.09412,  99.32248
   4.09538,  99.28637
   4.09664,  99.25020
   4.09789,  99.21395
   4.09915,  99.17763
   4.10041,  99.14125
   4.10166,  99.10479
   4.10292,  99.06826
   4.10418,  99.03167
   4.10543,  98.99500
   4.10669,  98.95827
   4.10795,  98.92146
   4.10920,  98.88459
   4.11046,  98.84764
   4.11172,  98.81062
   4.11297,  98.77353
   4.11423,  98.73637
   4.11549,  98.69914
   4.11674,  98.66184
   4.11800,  98.62447
   4.11926,  98.58703
   4.12051,  98.54951
   4.12177,  98.51193
   4.12303,  98.47427
   4.12428,  98.43654
   4.12554,  98.39874
   4.12680,  98.36087
   4.12805,  98.32292
   4.12931,  98.28490
   4.13057,  98.24681
   4.13182,  98.20865
   4.13308,  98.17042
   4.13434,  98.13211
   4.13559,  98.09373
   4.13685,  98.05528
   4.13811,  98.01675
   4.13936,  97.97815
   4.14062,  97.93948
   4.14188,  97.90074
   4.14313,  97.86192
   4.14439,  97.82302
   4.14565,  97.78406
   4.14690,  97.74502
   4.14816,  97.70590
   4.14942,  97.66672
   4.15067,  97.62745
   4.15193,  97.58812
   4.15319,  97.54871
   4.15444,  97.50922
   4.15570,  97.46966
   4.15696,  97.43003
   4.15821,  97.39032
   4.15947,  97.35053
   4.16073,  97.31067
   4.16198,  97.27073
   4.16324,  97.23072
   4.16450,  97.19064
   4.16575,  97.15047
   4.16701,  97.11024
   4.16827,  97.06992
   4.16952,  97.02953
   4.17078,  96.98906
   4.17204,  96.94852
   4.17329,  96.90790
   4.17455,  96.86720
   4.17581,  96.82643
   4.17706,  96.78558
   4.17832,  96.74465
   4.17957,  96.70365
   4.18083,  96.66257
   4.18209,  96.62141
   4.18334,  96.58017
   4.18460,  96.53886
   4.18586,  96.49747
   4.18711,  96.45600
   4.18837,  96.41445
   4.18963,  96.37282
   4.19088,  96.33112
   4.19214,  96.28933
   4.19340,  96.24747
   4.19465,  96.20553
   4.19591,  96.16351
   4.19717,  96.12141
   4.19842,  96.07923
   4.19968,  96.03697
   4.20094,  95.99463
   4.20219,  95.95222
   4.20345,  95.90972
   4.20471,  95.86714
   4.20596,  95.82448
   4.20722,  95.78175
   4.20848,  95.73893
   4.20973,  95.69603
   4.21099,  95.65305
   4.21225,  95.60999
   4.21350,  95.56685
   4.21476,  95.52362
   4.21602,  95.48032
   4.21727,  95.43693
   4.21853,  95.39347
   4.21979,  95.34992
   4.22104,  95.30628
   4.22230,  95.26257
   4.22356,  95.21878
   4.22481,  95.17490
   4.22607,  95.13094
   4.22733,  95.08689
   4.22858,  95.04276
   4.22984,  94.99856
   4.23110,  94.95426
   4.23235,  94.90989
   4.23361,  94.86542
   4.23487,  94.82088
   4.23612,  94.77625
   4.23738,  94.73154
   4.23864,  94.68674
   4.23989,  94.64186
   4.24115,  94.59690
   4.24241,  94.55185
   4.24366,  94.50671
   4.24492,  94.46149
   4.24618,  94.41619
   4.24743,  94.37080
   4.24869,  94.32532
   4.24995,  94.27976
   4.25120,  94.23411
   4.25246,  94.18838
   4.25372,  94.14256
   4.25497,  94.09665
   4.25623,  94.05066
   4.25749,  94.00458
   4.25874,  93.95841
   4.26000,  93.91215
   4.26126,  93.86581
   4.26251,  93.81938
   4.26377,  93.77287
   4.26503,  93.72626
   4.26628,  93.67957
   4.26754,  93.63279
   4.26880,  93.58592
   4.27005,  93.53896
   4.27131,  93.49191
   4.27257,  93.44478
   4.27382,  93.39755
   4.27508,  93.35024
   4.27634,  93.30283
   4.27759,  93.25534
   4.27885,  93.20776
   4.28011,  93.16008
   4.28136,  93.11232
   4.28262,  93.06446
   4.28388,  93.01652
   4.28513,  92.96848
   4.28639,  92.92035
   4.28765,  92.87214
   4.28890,  92.82383
   4.29016,  92.77542
   4.29142,  92.72693
   4.29267,  92.67835
   4.29393,  92.62967
   4.29519,  92.58090
   4.29644,  92.53203
   4.29770,  92.48308
   4.29896,  92.43403
   4.30021,  92.38489
   4.30147,  92.33565
   4.30273,  92.28632
   4.30398,  92.23690
   4.30524,  92.18738
   4.30650,  92.13777
   4.30775,  92.08807
   4.30901,  92.03827
   4.31027,  91.98837
   4.31152,  91.93838
   4.31278,  91.88829
   4.31404,  91.83811
   4.31529,  91.78784
   4.31655,  91.73746
   4.31781,  91.68699
   4.31906,  91.63643
   4.32032,  91.58576
   4.32157,  91.53500
   4.32283,  91.48415
   4.32409,  91.43319
   4.32534,  91.38214
   4.32660,  91.33099
   4.32786,  91.27975
   4.32911,  91.22840
   4.33037,  91.17696
   4.33163,  91.12542
   4.33288,  91.07378
   4.33414,  91.02204
   4.33540,  90.97020
   4.33665,  90.91826
   4.33791,  90.86622
   4.33917,  90.81408
   4.34042,  90.76184
   4.34168,  90.70950
   4.34294,  90.65706
   4.34419,  90.60452
   4.34545,  90.55188
   4.34671,  90.49913
   4.34796,  90.44629
   4.34922,  90.39334
   4.35048,  90.34029
   4.35173,  90.28714
   4.35299,  90.23388
   4.35425,  90.18052
   4.35550,  90.12706
   4.35676,  90.07350
   4.35802,  90.01983
   4.35927,  89.96606
   4.36053,  89.91218
   4.36179,  89.85820
   4.36304,  89.80412
   4.36430,  89.74993
   4.36556,  89.69563
   4.36681,  89.64123
   4.36807,  89.58672
   4.36933,  89.53211
   4.37058,  89.47739
   4.37184,  89.42257
   4.37310,  89.36764
   4.37435,  89.31260
   4.37561,  89.25745
   4.37687,  89.20220
   4.37812,  89.14684
   4.37938,  89.09137
   4.38064,  89.03579
   4.38189,  88.98010
